url,comments
c3f20282fb73712523bd482c4d9fc76f,71
15e8778d63d9eb717c2879e1ba2a5a56,67
b190311abcaf0cd60a4b18492af8d4d0,65
82f4582dc36d80597fc07873a427db0d,61
fd7f5b7ab52e13b7b7baf2dffe7d27f7,60
a92d5463717acc92addd39c5f211951a,60
5128a32051961224e179d6f36b389a91,57
aa51db8c02797c6c67e963315d9fc78c,57
640efb707bc0e988ff5f4af81865dd78,55
5962c87320e97b86fb6252376bd1fc17,49
491d2c06486c33da8540fcbbc69a9200,47
3e89a0b25b5a73de72b20f98337f9f56,46
7d6fae9b7ce54323f36a99ccd5e7d91c,44
08aa4c6a3d0f54b6d9e7ccd1811505bb,43
3c992fd449c3ad44d1e52ad834721fe0,43
8adc2a3e862d435be5fb195263af3cc5,41
e52c0e87916d89d060715720baf4f63d,41
a5ac99c44e4d24da7d136413257ab51d,39
a7c23b12f49f8fa153e87198a44c182b,39
f4457ea4a08ec9befd36e8792bf0b2be,39
b59089ff14bae45b0b44b7cdc66e3790,38
117c460f15c5a0e34dab0429a9f2c310,38
c3320685dd0293801b592e4433af50c2,37
5d28dc852c59ba62295b2496fda08fd4,37
4c3f4cf8b48ebf5a5202efda586acf26,36
ece634be45ab2f49060830eb9c09c26f,36
8c401be1b358b86b9b11ba8e9b008d33,36
d28cfa83fc6de5be8c206928d7134872,36
8bc7e01dd01706ee6f26cea6d3937803,36
46c65457f4491901f556c7a544269c14,35
14b2b053629ca1cc0013d6ce89bee431,35
d8ca5a4f0585512dc7e453c3a4b49562,35
58ff1f94dbf73b07f14b66f2004a3465,35
c60942e2fcc3df1d2e1fc1e630133b77,34
62f0e72e84fa8b43945e44b46c6dd0f0,34
a293d8e901fd8c3465301924621f2749,34
6703cd8f45b7fbb6165b9eef79b69f42,33
084b09232f08a687ab0f05155cf1d507,33
45f68fa8454d4608b5085361ae04170f,32
72756700f4082eeb39431837365d3f1a,32
f814b316682795369a8362e042ef5626,32
6331718326285ef50de600b5bd24f07f,31
2054b37d123b24732cfb8b49e3473f79,31
86b95bb3328a8566ea283ebe8a19a492,31
86b6c5b4e18ba39f6e329d38e6fc572a,31
94db12bd8a7087a0910292ccff942115,29
397185bf6bdce3142284df00227b93ee,29
5c6c34f33499ccd23b3f4cbde74b42f2,29
77374205666c61f79b0ff92f3a3b2fa2,29
8dc21b04e1284cdeb2b86c7b179e4af8,29
d6105ba3a0d98373df6dbfaebb996f16,29
39b9895fd54fb290419162a2718f9ed3,29
6e2f12157a2e12d163d72aaa83376358,29
c3d1c072b89f0c45da441cffda85c03f,29
2d4282f8af7380f6946559e80375dbe6,29
5e16855585f6d0d222c028609536d8c3,28
4bd9e2031729931f1096606a1fe2cc35,28
0d91f346aa6e8965e5812ade9b973ae7,28
95876b523211d93f18d54621de8d5bab,28
b016769de4ef43f7376e9940c734e1db,28
5a5a42067fa5856c80b4d95ccd557ef6,27
ff723f0f025ac7959c92b32ef466e8bf,27
37277b19548c6e35bfcd6d8aa0902abf,27
7a0ff015b6a9e4d8ff5e5d896164462a,27
e121a21a4452fc82e5a9c7fc3bf00051,27
3af2d955cf00bac5b88552d7852d4eaa,27
218ca7b07eccb1c8b46e0e38d474a775,27
fcb7be8ad9a258bc5fc0c98a21306fc2,27
6e77cf9a8929befed9fc96513e22c0e3,26
6b860f01a4f84d161c63f2eca2bc9f68,26
8f4e31e92ac05844e29d7cc6cee819c7,26
5175a5d643e45a2590581a5a0278326c,26
4dbe406af199d5bd56c4da3398d07b5c,25
594c5d6633ca5ad56c6ed07bb44cb1f6,25
86b95bb3328a8566ea283ebe8a19a492,25
e4e557b6aba0b76322f2dd704dd96f4f,25
dd67d01797590522b4e0cd6746ef5ffa,25
5f66de4554b7d1b3dbe32c3ae45b8f11,25
a288edafbf19cf236aeeaa1dd16b83e0,25
031af0c4113656d19902b25638e41f03,25
0495ecbe1e11cc0d9850e782f8c162e8,25
ee4091184f93b60a456d2c644bc40699,25
362d7e7f90f8e7294d9483b022b11087,24
73e7aacc58f49b2b6e286a79e59a1ffa,24
f734949051db7289a8a15ed1cf28c0dd,24
fb52d3b7d089403b637d205d0d1412ba,24
2663a8300a53fb96278406672cde89b6,24
f6e0f0f6b2884352b5c78f39091eeb50,24
9aedbe58b637fe44485ceefb40369fcb,24
362212f06e4283eae1d72cb7db416344,24
1d919396e0392025ca93992badec7fe9,24
3740b591b5aaf76ff3a6789c8130e11a,24
3f6457969142c6967b2fb2618bb05d50,24
6adab5e3cf80cd23d8e55947b3ddb444,23
0910e036a453eae1027d3416813f4ea5,23
d9dc28a9c2ae657a5122b4917b2abcf6,23
4dabbff9abb9eb3cd5dcbedf19b581fa,23
4c263bcc5150750215d2661944bc1554,23
5c104c215ecb632ab0c2ab1620603f5d,23
f3307df5914233c1d6bd171555e3afdd,23
0dd4a9db714407716f6f0797853802a9,23
83f73cafcd276765cf0c9cdbac3b072c,23
32ed7e6bc511c3019286e950726f65d6,23
9b23de9f836de095863108126870af5f,23
8b4c6eab45ea629b5b8b6e6ece8e08c9,23
b5ec7109a06e44b94f416e4788b46aa0,23
a524fe7f1e50457b840fba6e6a1703db,23
f63b1bb66bdf3b2b9a52e5dd7b6b2c6c,23
1be3be7b9724b87a63662ed2992daad1,23
e9bd6e65e23720c87c76520f55dc454f,23
0927f3b7b6070bb9cb3e8c63b3f5e89d,22
e0286a65e3b77731297149b4d855a9cc,22
3dbabfaef122b83fd4636da5e9618a59,22
a74c45b550f200db586982f69ba509a0,22
a75f5365a272d3f2bc6ce37d04334a10,22
58a35580f3e9fce2c961824dca7c6417,22
10f82ac7aa20944e0669091045e3caa5,22
e8c168f064f104e855916ef3bce6ab59,22
152f03458e6dc209ee862cc826561789,22
aa92de9fdabc18e3fdc279a470cf0746,22
f29421135eacb1a314a2742059fd16f1,22
a6b5f0412cc9dfab79e5ec6b0fc959ab,22
2af95c380d019cc130c4fe998f8cf61d,22
164629c36d8611930fdb40637e391252,22
a4da0dbec7c273c9bcbf354b921db0f1,22
ace0a46c2b5cfaa0b45c2f379fce605d,22
dc3ffd31d01458c79faf2ce2e8e182be,22
9d5865f8963fd6fa865883fa2a12a64c,22
df5f01a0b289d0c00e2ada4a6faea460,22
be88f7bc18898dd9f174f9e67a5ed512,22
bbca9be221146cad53c975b460f3c95d,22
95450e10ddf73beff8ec633ce3c3d6d6,21
02547d322146bc19b26edccd869702fe,21
89363fba8ab2c283d10958f22a713ebb,21
f35044588ed90127e7260e1611cf5c28,21
ae62f4d443f6ffe69368d20ad04c79e4,21
39c0762a81a716780a630cb1c6cb4bd1,21
a7966cfccc1e91be643f2703e5c6e1ae,21
34ad91a079fcd615df8742c1cd8e3c8a,21
08c413262d4d835613e58321311b904a,21
065d3e311caa9a1cb213ce4c6bfbe39f,21
2c04d17902c55c7cf69513aa19a789e3,21
ed5128166804d0d249db5291d53210fa,21
d3061d7516d0bfeaf72fb85b9651e6c5,21
b2ffff1011a16a3f0c667e1e56702043,21
5950abaff6bf1fbe58a55e90d38beddd,21
56b06406652ccdd78641767ab4c5d7ab,21
bd03a532d05c2721d93702fbdbe08545,21
704e3fe5b8b237986fb443c877812bcf,21
8cf8f9d871f3f232410682e8481442af,21
f9e26041a72c3660047654e4336a9677,21
054045e123ede2a78432ed86488af75f,21
48d066c9de5efe2f5486b35534d9ed95,21
f1c3e475f6811e19a18babc88d103666,21
2bfe38e457a4591061f5301f0d185855,21
fc8b16d273cebbb876286b8462818584,21
006ba75206b66395f5284a6e7b1d4b00,21
f6ca87ac89a1f3a79985dabd94c53562,21
ba3f61bce8cf66aff34aa4fb58504d68,21
0bcfb902dc969c2d61b85ed7a2940c09,21
023f86dcc148fbab84bcd24dd7a8a2d8,21
52c9321e3a035856328bdafeac202c4b,20
18cfd1af7636b2f348cecf80b6aace04,20
47fc027f5b7a2f8f87a55830de51ac21,20
f7b59251f9e2ffb6f694556eef01c058,20
8b2634ef46a1527f4e48efa6e946672a,20
54d4a18dc254d8dfa0360db132e43675,20
d83bd376013b0300ffd2b3c0de6c8c7c,20
766117fa6319283956d53b1823250df9,20
80c37972871afc98768c8fbec8262173,20
1f98614fc0751e0d7f020115c7497e70,20
34074a7b5e706c7f8d889ce17da8f32e,20
59dc033b5e4362f7325a7c02b356906a,20
a0a4b78bbde75ac431f849708319082c,20
5b8260faf372a0f3123dda0689acdf8c,20
d0634a99c433f580d2c6c87e85942e64,20
f70894c416bb35b214ceafb29495fa49,20
d79462228713d1b2683e345b021cdfd5,20
23f409a89588a961d5f2e5db8cd8aa22,20
621945605ee0a8e18a67a60ccd3de29c,20
fc40f0e966d8ce304eadfe41a2953c7b,20
3f3e793e05251a193fbd57ec61d448b2,20
09d2e3579d02efdfd008a6c5c9e94912,20
f414773806d64866fa1e1ebe7b5b525c,20
e7685424c37b61f7ef5c386cf650aad0,20
d4966cca9ac793baaac0568f8a32d53a,20
c680d8af697bce12503cdf61867257a9,20
9ac46749b6f530aeb112b8250643a76c,20
40113468a1a1dd6a21c7c2ccc8b8b8ed,20
4b8265fd72050ec21df29eec9d9b4f74,20
daf6f721b8560aba9fe1518d40d297c5,20
4148e81b4dc5fb77684ecb31de2401a9,19
8556e2df810fc14cade70b002178a11c,19
81bacd843c05206f4de690fae2eb79ac,19
8959d0a5dae7c1982aa6d28761b9e9e3,19
9dfd955b86be06f9be74f7e1b23f687e,19
c0f612f67383246c9b50bfa955881777,19
1aaa2fce12b9a7820fdf26c85d15b745,19
abb4c821258ae85766ea6ad63968e6c3,19
2226022812da696f0788ac3119544f22,19
1f60e1d6c9189717e6cf89bc3c1e13aa,19
21936fb3a2afb02bd0e26e3916a677ee,19
1920ea0b851704df056bfdf16222bfb6,19
c42b2f8ec79f41fb74683caa29a33cbe,19
e7e3a1f3940e0afbba8547c96f6f5a01,19
1fba9f799ce0e5397c16e6a6e2f305ef,19
38440c8b8ac1c0e57d241bd317dfe54f,19
72ae4de65422955fa0fd13425328fbd2,19
53f05e250a2572bba3f63ea73041c591,19
03d05b11acf07ccdda28e5fbd4b93f7e,19
5859422a27db5b6488d354d9539d6b3b,19
3dac36ca7659acffd6dab398bae16ff4,19
8f12d112469936e5c5d15241ca56a265,19
18159c908a52fb8c3fe8072f1fe931ac,19
18446fb274dbba817045ba4af8a7c353,19
c40105b6b113fd4b215f2fe1402f98b9,19
08ac83dfb3d98dcfc5137192885009e7,19
a6cff04b15b9a3646cbb5a4e045bb53c,19
079c92b3d50a57ec374ed67d794f68e8,19
7061971035cade7d5c10395387175fec,19
47cae8aaea50c56167a67ba6dfa7fcbe,19
2cf35b9861d0aeb721bf5c2f331dfc2e,19
cfa7429764147b8c37040fdae88cf5a4,19
0b823619eda8f15ca01a6939831916a8,19
67172a3e5112384a206c152a6f59da05,19
d9ba5eff0bcdec879805745b5d5bea82,19
d02f03f4b410a2c0bc726d4a9d7399ef,19
e9717a09851c00e01582ce5a564beb31,19
fe3d751667154cfdbb31a5a59b3f2c23,19
7daba17b23e7c91ad8dfd305bd360840,19
b4d19b817e2b9cdc0271471a043604e7,19
0b725db4908bd5bffc716d1c6ac7179a,19
6d07b818f8e2db4e21035f4d5eed1371,19
7b18b75e671322e06585ab3491914cfa,19
22c1d6b5a697d05f0c34dd86523c9b00,18
f8265fa529aa1001d1a27365c5922f4b,18
f24fad5cf2220cf2ab80e4b1b0523c6e,18
3f6c38b2ec0185c69d5ad8489c13d933,18
3e4d15ca41625dd3edf542859ca21cda,18
a5aa3c22b4d97a5a5bd2aeb118428858,18
f2fb7b70f3f7dc86a87ef8618a2fe8e0,18
00ec4d28ba8ba49d2732cc0b675acb9f,18
c87fc34fe8f851d11501bb050505c240,18
cb2fcf8643cddfb6984445cdc9ed9cf0,18
9fee6f84859fdec063a5e09c4eae4d78,18
f728c058f06fd4510eea4fbbc1ef52f8,18
aec5b4ea0cc3ba9950ca7ab7ba43fc7c,18
1a9c1a9c97c8a794130bc390f44c1c42,18
159f99891f5136917a9e495ffbfb858b,18
37be836833e504cff2a949423221c645,18
27d0f40a8e66cd9f3bc2f39766f12ad1,18
9e9cdacb2a4acae7916deb8da71aa4fb,18
a0e9365785ed51a5857e76633ed2db0f,18
92f54247246d78f23763c12eb98d61d5,18
325b842818b6b2d913e5886e6b1c9ce6,18
cf69fab47c9812fce198d8f32122a133,18
f4a9ad29273085b8df55f2e79e1a828b,18
e26c5c444be8869f03963fd76a3a7459,18
81b2503efa9723fa64ecb9cfb7015e80,18
4331f597c3cfc4bcf13f927bdf5503c0,18
42200d61da9311e870355322ba08b034,18
f70d304bd0bd72b90d7578de223d1960,18
e7e6c4e1d12d2fcf77326767120801ee,18
839ae51f313825c146e53df41e313943,18
801248d07a57bfb66a2a0629f5051fa4,18
8b01bfe420d86dd40529550dfab8396f,17
e3943a5a9237aacd236dc791cd457b8f,17
e5deea4fbfd84153b48f2fb881a2a777,17
e392725d30d615230aa965601d440424,17
36c5b23d6a191d7365e3b425804e6bd7,17
b5f73d9d33b068252fef78d7f00cfa6e,17
fcef4a5cda3d484b9491751ba78f19c1,17
bbc1e381f59437da735c96e678ff9eab,17
569f0bb67199efbaa2c9ba6b92692efe,17
8fe00e6fd0130d9931c3dca388c090d9,17
f9e4107bbf23c170aa21722833672173,17
8d7180f5b2ceb10c813af29871680d50,17
c000abc26aadf962fe85f30eb6f72bdd,17
005b295e39c48d89ce409735824a168e,17
6326b27562b079ff1fd7af66db04f6e4,17
e564ef3be4742654a1fccc1a72180dae,17
49db2a8fbb16ddf8291fa2167e415913,17
d9f6c28dc18beafb1c8d3726cfd65753,17
c78062624a19cb86ce46c572f907bc79,17
643f25e06694aabcadcbb91bf4d86ce0,17
ce257e1e5a386e8c9d0832ac4eb5115b,17
571c65fc5e7851ea5ec01d0a2ae41fcd,17
6b95323b158646fe46781191184e9493,17
e68c494bb50b78f488d261bb9d43fc52,17
a1519c72d6bdd2ea0109b974113ac16c,17
5bf1e3c991ff99cfb8b35e80045df75a,17
f31775022190cd4a9e575252ab0d642c,17
c71431ab0d898002e304f12090a52f96,17
d90b02800cc4c59f997a6aaeb41ce7cf,17
ce7dbda58623c0589e51b5a06a175ce5,17
f5e871b5b104c4e7d8c932978af4105f,17
b3d96ebd678f8724252a8033518aff08,17
44ae503273b150b6bb3882744d06cec7,17
42de185763bea272687822b9b9dd2604,17
1be62b8da2651a8b9177ddefe9b761b9,17
0f2bf4b9ab7514ccac6691c0481bdd78,17
cdd1ecc134a6f86beaff8abebb7f150e,17
2aa83c9dd1581b11039e2ac9a126994a,17
0978c740f2e34b39dcb3b435072c7797,17
e6e5ebec9fe81b80198d9e2b42978d3c,17
043c83b0125ccca314c1dd93dd610cce,17
8b8155371fd267e7408d1d5170de43c9,17
00e684e02e41d4aa7794c93c6fb08ef7,17
9ed47a07834963cae9ee7f77d7fc0231,17
3adf811b9d986c9b9f83dec23fda9a5a,17
53d81657671ce60d0a3b17110cf54286,17
bbf246cc8928e83edde75ce2a65208b7,17
4cec67d9e0def2b327d5d12b47d28e7d,17
619088fd478f21442fb6ff4a0aa57f82,17
3925601d2faf46e00047022eeb8dd711,17
04de4fe0e90aa121948c97d36b01048b,17
19aa77f9618faebb334a095bee27fba1,17
09dc8157292b2ac8c157e94c46d0e06b,17
c34854187d368f9479e60aa50ea803cb,17
f60f71ad741ff780681c5a38e81aa5c7,17
53609dcc40f96e5b72ea601f677f5de1,17
94f5d61ebf454d06015756a2b84be060,17
6e91250927af4a0e1d39c3339e46bee7,17
7fb8c0ccc96b514909a5bffb3c585dae,16
42f7aed9664f9facee6e01376d6312a4,16
476699f1ed4a742eacb35033b609122b,16
391509c84cc8bb7a39b63e749218c16f,16
7587e898de3b74079f45d21857f05bce,16
b6767a6278d60a1599a3edd4bcaeac00,16
7421dcfbdbac5d5fdaaa54631a99b378,16
862d68eaf4456e90746c268e75a4b091,16
fd1c233de2d5e531aec701008017b803,16
0dcf8716294bae4f8c62e38815e09d77,16
53fcc0f661b68b1fe0783e5375af3666,16
06bd70293a40f434e980f66d19bdbdee,16
49ceb5913b7a911c577dc7505f67a2b3,16
854932f25122643769eb90a594fab2e1,16
0dc72fb499d8c6ee916e582d5f068891,16
a8e7e2c758cc05414954cab4eaa39667,16
f36b116f3e021abbca6de10230f60276,16
daed7e91e0164a6df19f629b336f438c,16
3e240b163c8ddd4b6dc0ad186656f89b,16
c0745280d06d8518b33b49c228c5f52e,16
4fcd61100c33dc43ddc695dd23dc4543,16
fb52d3b7d089403b637d205d0d1412ba,16
18ee30c2678aca81a8e1d6180fb659e5,16
b8a1ff9233afba725b8dc8cf0ba930a4,16
768c0a32855ae4c85e5a9e797c653c72,16
9dc34f6abe17e907e8a45d24b40b3837,16
578e9fdec5fcffed825cce811733f42f,16
b5085865e3d56ede39a6f8b085bed6e9,16
6f9da2b59b8568ab143e325eeaaf8f94,16
21aa42f1a4bcc23333483b98d1181f57,16
a88d16c4c2f94b3b454675dad0e041f5,16
0398dd0fc5132d9fe06faec658c1a889,16
ef1677213b20ea2ac453b76261f79358,16
09a4da213dcdb0e1c0a8330028079ed5,16
c8461f261ca55139a356aa98a96a2d5d,16
cc5454098286b434d7d8c172b469f519,16
